transaction_ct,transaction_amt,t.sender_acct,a.acct_name,a.acct_annual_income,a.acct_src_of_income,a.acct_industry,a.acct_risk,t.transaction_date,t.send_country_risk,t.send_country_name,t.reciever_country_risk,t.reciever_country_name
1,857590,ACCT2913,Nevaeh Galvan,3493833,Business,Health care industry,High,10/7/2019,Low,Netherlands,High,Nigeria
1,856624,ACCT6375,Nicole Lang,8081514,Business,Defense industry,High,5/4/2019,Low,South Korea,High,Egypt
1,855882,ACCT4094,Jaelynn Foley,3625933,Business,Telecommunications industry,High,6/11/2019,Low,United Kingdom,High,Saudi Arabia
1,854193,ACCT4307,Deborah Holder,4033446,Business,Publishing,High,6/19/2019,Low,Italy,High,Vietnam
1,852346,ACCT7804,Xavier Rollins,8027915,Business,Publishing,High,12/16/2019,Low,France,High,Colombia
1,852296,ACCT5610,Giselle Galvan,2881609,Business,Publishing,High,2/2/2019,Low,France,High,Philippines
1,852260,ACCT7334,Seamus Molina,3785847,Business,Industrial robot industry,High,8/14/2019,Low,Italy,High,Iran
1,851364,ACCT4650,Bryce Preston,9847658,Business,Transport industry,High,12/20/2019,Low,Germany,High,Pakistan
1,851159,ACCT2087,Alexzander Osborn,123025,Business,Internet,High,7/15/2019,Low,South Korea,High,Brazil
1,850895,ACCT3244,Courtney Branch,2659061,Business,Electrical power industry,High,5/23/2019,Low,Japan,High,Colombia
1,848131,ACCT3511,Nathalie Mathews,6936140,Business,Hospitality industry,High,8/24/2019,Low,Germany,High,Bangladesh
1,847165,ACCT4094,Jaelynn Foley,3625933,Business,Telecommunications industry,High,5/8/2019,Low,Italy,High,Brazil
1,846814,ACCT2288,Izabelle Harris,4774206,Business,Arms industry,High,6/30/2019,Low,Italy,High,Philippines
1,846698,ACCT6529,Emily Braun,8147840,Business,Pharmaceutical industry,High,5/11/2019,Low,Australia,High,South Africa
1,846164,ACCT5180,Laney Cline,2272731,Business,Publishing,High,8/3/2019,Low,South Korea,High,Russia
1,846061,ACCT2948,Bernard Woodard,1985588,Business,Electronics industry,High,7/17/2019,Low,United States,High,Philippines
1,845833,ACCT3320,Alfred Love,8846287,Business,Aerospace industry,High,9/1/2019,Low,United States,High,Nigeria
1,840510,ACCT5254,Joy Mcdonald,9931487,Business,Computer industry,High,12/18/2019,Low,Japan,High,Bangladesh
1,839199,ACCT2305,Kaitlin Schultz,8440080,Business,Textile industry,High,4/20/2019,Low,Japan,High,South Africa
1,839027,ACCT5180,Laney Cline,2272731,Business,Publishing,High,11/2/2019,Low,United States,High,Egypt
1,838798,ACCT7575,Janelle Colon,9501127,Business,Pulp and paper industry,High,6/24/2019,Low,Germany,High,Egypt
1,838575,ACCT3686,Jaylynn Mooney,9014231,Business,Energy industry,High,4/13/2019,Low,Canada,High,Brazil
1,836318,ACCT6402,Rayna Case,896331,Business,Construction industry,High,1/29/2019,Low,Germany,High,Bangladesh
1,836172,ACCT3410,Boston Grimes,8510281,Business,Pharmaceutical industry,High,2/12/2019,Low,United Kingdom,High,Turkey
1,835101,ACCT4650,Bryce Preston,9847658,Business,Transport industry,High,3/14/2019,Low,Mexico,High,Egypt
1,835013,ACCT7050,Carina Walters,4700555,Business,Industrial robot industry,High,10/22/2019,Low,Netherlands,High,Saudi Arabia
1,832896,ACCT5201,Makenna Barrett,5173552,Business,Industrial robot industry,High,7/19/2019,Low,Netherlands,High,Colombia
1,832147,ACCT5764,Dakota Martin,4958580,Business,Entertainment industry,High,12/2/2019,Low,United States,High,Colombia
1,832087,ACCT2460,Mohammad Taylor,8947802,Business,Publishing,High,12/9/2019,Low,Australia,High,Saudi Arabia
1,831307,ACCT7721,Abram Reynolds,5848013,Business,Film industry,High,1/4/2019,Low,Italy,High,Indonesia
1,830969,ACCT7279,Dakota Pope,7955442,Business,Telecommunications industry,High,4/18/2019,Low,Japan,High,Vietnam
1,830930,ACCT5128,Jaylen Jackson,6812360,Business,Food industry,High,7/28/2019,Low,Netherlands,High,Turkey
1,830059,ACCT6149,Noel Hardy,4858530,Business,Fishing industry,High,11/17/2019,Low,Netherlands,High,Vietnam
1,828746,ACCT7195,Samson Green,2473427,Business,News media,High,9/7/2019,Low,Japan,High,Nigeria
1,828576,ACCT3492,Ezequiel Malone,2579143,Business,Pulp and paper industry,High,7/8/2019,Low,Canada,High,Brazil
1,828213,ACCT7666,Julianne Bright,2515377,Business,Energy industry,High,3/20/2019,Low,Mexico,High,Colombia
1,826852,ACCT6193,Noe Calhoun,2959436,Business,Film industry,High,8/2/2019,Low,Australia,High,Turkey
1,825378,ACCT4013,Callie Dickson,5874892,Business,Health care industry,High,11/9/2019,Low,Italy,High,Iran
1,825092,ACCT5604,Gerald Wood,7055589,Business,Mining,High,5/22/2019,Low,France,High,Brazil
1,824256,ACCT7629,Roberto Rice,5948311,Business,Industrial robot industry,High,5/26/2019,Low,United States,High,Vietnam
1,824123,ACCT2011,Serena Santana,2326221,Business,Software industry,High,1/8/2019,Low,Italy,High,Indonesia
1,822940,ACCT2230,Annika Andrews,5847013,Business,Sport industry,High,7/21/2019,Low,Netherlands,High,Pakistan
1,822744,ACCT3040,Devin Parker,8530574,Business,Fishing industry,High,2/6/2019,Low,South Korea,High,Philippines
1,822209,ACCT4546,Adolfo Carroll,7452627,Business,Chemical industry,High,8/24/2019,Low,United Kingdom,High,Argentina
1,821003,ACCT4969,Dana Peterson,9846186,Business,Telecommunications industry,High,2/2/2019,Low,Australia,High,Egypt
1,821003,ACCT5495,Blake Maxwell,9546564,Business,Water industry,High,10/11/2019,Low,Canada,High,Iran
1,820332,ACCT2273,Cesar Riddle,9509642,Business,Computer industry,High,1/27/2019,Low,United States,High,South Africa
1,819204,ACCT6271,Aileen Cherry,3291825,Business,Music industry,High,3/27/2019,Low,Japan,High,Colombia
1,818696,ACCT2189,Carmen Rowe,1692423,Business,Real estate industry,High,6/5/2019,Low,Canada,High,Russia
1,818578,ACCT2622,Jordyn Harrington,4626945,Business,Telecommunications industry,High,8/11/2019,Low,Japan,High,Iran
1,818504,ACCT6158,Alejandro Coffey,9848471,Business,Telecommunications industry,High,8/30/2019,Low,France,High,Indonesia
1,817537,ACCT4119,Macie Osborne,5251286,Business,Timber industry,High,3/23/2019,Low,United States,High,Egypt
1,816886,ACCT5691,Uriah Trevino,6611541,Business,Fishing industry,High,11/27/2019,Low,Netherlands,High,Colombia
1,816278,ACCT5599,Kenley Wilkerson,3720150,Business,Transport industry,High,1/1/2019,Low,Germany,High,Vietnam
1,814266,ACCT7113,Tia Hancock,7256016,Business,Electrical power industry,High,5/9/2019,Low,Mexico,High,Philippines
1,813881,ACCT6312,Ariella Norton,2628541,Business,Real estate industry,High,12/20/2019,Low,Italy,High,Vietnam
1,813814,ACCT2860,Gerald Richmond,4948669,Business,Sport industry,High,8/26/2019,Low,United States,High,Philippines
1,812266,ACCT3723,Jimena Jefferson,8758674,Business,Telecommunications industry,High,4/22/2019,Low,Italy,High,Brazil
1,812037,ACCT4029,Tianna Mays,782425,Business,Hospitality industry,High,4/12/2019,Low,Mexico,High,Turkey
1,811394,ACCT7553,Moriah Hampton,5598643,Business,Film industry,High,3/29/2019,Low,United States,High,Turkey
1,810875,ACCT4061,Ronin Bridges,1578656,Business,Internet,High,9/12/2019,Low,Australia,High,Pakistan
1,808805,ACCT3357,Eddie Goodman,9767857,Business,News media,High,7/20/2019,Low,Italy,High,Pakistan
1,805948,ACCT2207,Trevor Morrison,5719184,Business,Shipbuilding industry,High,2/23/2019,Low,Germany,High,Philippines
1,805617,ACCT6587,Destinee Shaw,4201432,Business,Health care industry,High,10/23/2019,Low,Japan,High,Brazil
1,803278,ACCT7804,Xavier Rollins,8027915,Business,Publishing,High,9/8/2019,Low,United Kingdom,High,Egypt
1,803030,ACCT2810,Moises Weber,483485,Business,Semiconductor industry,High,11/3/2019,Low,Canada,High,Colombia
1,802910,ACCT4218,Maverick Pineda,3630352,Business,Semiconductor industry,High,11/29/2019,Low,Mexico,High,South Africa
1,802458,ACCT6331,Jayson Petty,9161613,Business,Energy industry,High,5/14/2019,Low,Australia,High,Saudi Arabia
1,801180,ACCT2031,Izabelle Horn,1248339,Business,News media,High,1/20/2019,Low,Italy,High,Colombia
1,801081,ACCT4990,Parker Oliver,6651493,Business,Pharmaceutical industry,High,7/15/2019,Low,Japan,High,Philippines
1,800909,ACCT4806,Jocelyn Barnes,5413927,Business,Pharmaceutical industry,High,9/12/2019,Low,Canada,High,Philippines
1,799333,ACCT5225,Kaelyn Bean,6877783,Business,Electrical power industry,High,3/14/2019,Low,Australia,High,Nigeria
1,799284,ACCT3974,Jadyn Stark,1540963,Business,Textile industry,High,6/9/2019,Low,Canada,High,Russia
1,797235,ACCT3208,Finley Tanner,6149750,Business,Pulp and paper industry,High,2/12/2019,Low,Mexico,High,Pakistan
1,797206,ACCT4234,Celeste Gray,1573491,Business,Information industry,High,3/3/2019,Low,Australia,High,Indonesia
1,796166,ACCT7887,Leonel Haas,9603195,Business,Automotive industry,High,2/19/2019,Low,Mexico,High,Brazil
1,795427,ACCT5144,Ralph Heath,4836896,Business,Insurance industry,High,7/6/2019,Low,Netherlands,High,Philippines
1,794089,ACCT2102,Samara Mccormick,3157312,Business,Education industry,High,2/27/2019,Low,South Korea,High,Russia
1,793821,ACCT7209,Chris Turner,2578353,Business,Publishing,High,8/24/2019,Low,Netherlands,High,South Africa
1,792756,ACCT4947,Roman Berry,3451400,Business,Steel industry,High,12/4/2019,Low,Australia,High,Nigeria
1,792683,ACCT7877,Marcel Huang,2713935,Business,Defense industry,High,4/12/2019,Low,Mexico,High,Nigeria
1,792157,ACCT4517,Sarahi Richmond,2898357,Business,Textile industry,High,9/29/2019,Low,Japan,High,Philippines
1,790213,ACCT7667,Alyssa Stone,4895288,Business,Telecommunications industry,High,11/29/2019,Low,Australia,High,Bangladesh
1,789388,ACCT5989,Allyson Macdonald,2137568,Business,Petroleum industry,High,12/16/2019,Low,Germany,High,Brazil
1,789349,ACCT5335,Carlo Horton,5345057,Business,Publishing,High,11/27/2019,Low,South Korea,High,Nigeria
1,786026,ACCT5862,Teagan Jacobs,3639861,Business,Insurance industry,High,5/7/2019,Low,Mexico,High,Vietnam
1,785857,ACCT6974,Bruce Allen,4088812,Business,Health care industry,High,3/7/2019,Low,France,High,Philippines
1,785417,ACCT5764,Dakota Martin,4958580,Business,Entertainment industry,High,1/1/2019,Low,Canada,High,Brazil
1,782797,ACCT3040,Devin Parker,8530574,Business,Fishing industry,High,8/12/2019,Low,Italy,High,Saudi Arabia
1,782636,ACCT5472,Zaiden Sosa,3108151,Business,Hospitality industry,High,11/21/2019,Low,Australia,High,Brazil
1,782535,ACCT7960,Taniya Higgins,835459,Business,Telecommunications industry,High,3/11/2019,Low,Japan,High,Indonesia
1,782405,ACCT6506,Makenzie Pope,4211833,Business,Education industry,High,7/2/2019,Low,France,High,Egypt
1,782151,ACCT4341,Marley Mathews,2405619,Business,Entertainment industry,High,12/21/2019,Low,South Korea,High,Philippines
1,781027,ACCT2528,Aiden Huff,5007800,Business,Textile industry,High,9/19/2019,Low,Italy,High,Nigeria
1,780353,ACCT6541,Bryant Nolan,9288339,Business,Automotive industry,High,6/11/2019,Low,United Kingdom,High,Nigeria
1,779989,ACCT5871,Ernesto Velasquez,2808600,Business,Information industry,High,2/12/2019,Low,South Korea,High,Indonesia
1,779598,ACCT5450,Ryan Sanchez,1740010,Business,Transport industry,High,12/24/2019,Low,Australia,High,South Africa
1,778442,ACCT6040,Alfred Finley,4320890,Business,Internet,High,12/29/2019,Low,France,High,Pakistan
1,777974,ACCT5542,Amiya Holland,6053054,Business,Food industry,High,5/8/2019,Low,France,High,Turkey
1,777891,ACCT4330,Nia Jimenez,7995122,Business,Hospitality industry,High,11/11/2019,Low,Mexico,High,Indonesia
1,777708,ACCT6400,Haley Hughes,3842473,Business,Film industry,High,12/22/2019,Low,South Korea,High,South Africa
1,774173,ACCT6550,Dominique Jones,5430258,Business,Food industry,High,3/19/2019,Low,United States,High,Bangladesh
1,773840,ACCT7415,Jon Perkins,2657395,Business,Film industry,High,7/23/2019,Low,Netherlands,High,Colombia
1,773290,ACCT5265,Ramon Estrada,3466756,Business,Pulp and paper industry,High,5/20/2019,Low,Italy,High,Bangladesh
1,773243,ACCT6119,Ally Hancock,812411,Business,Telecommunications industry,High,10/9/2019,Low,Italy,High,Iran
1,772455,ACCT4454,Ellie Morrison,1418495,Business,Aerospace industry,High,11/10/2019,Low,Germany,High,Brazil
1,771459,ACCT7861,Noe Lawson,3545826,Business,Sport industry,High,1/17/2019,Low,Japan,High,Vietnam
1,769111,ACCT2149,Conrad Herring,2366772,Business,Petroleum industry,High,12/11/2019,Low,South Korea,High,Egypt
1,768859,ACCT3256,Carlee Bruce,2287778,Business,Aerospace industry,High,12/30/2019,Low,Australia,High,Philippines
1,766971,ACCT2545,Nina Bryan,1506992,Business,Water industry,High,5/15/2019,Low,United States,High,Russia
1,766015,ACCT4959,Landin Torres,687069,Business,Computer industry,High,5/28/2019,Low,Australia,High,Russia
1,765461,ACCT7690,Sam Davis,6695968,Business,Water industry,High,2/20/2019,Low,United Kingdom,High,Vietnam
1,765405,ACCT4106,Bianca Jacobson,6458486,Business,Shipbuilding industry,High,8/11/2019,Low,France,High,Brazil
1,764540,ACCT7506,Cruz Waller,2481376,Business,Timber industry,High,3/3/2019,Low,United States,High,Philippines
1,763149,ACCT2472,Jennifer Adkins,8819613,Business,Chemical industry,High,1/16/2019,Low,United Kingdom,High,Philippines
1,761152,ACCT3245,Amya Adkins,9885143,Business,Transport industry,High,10/23/2019,Low,Japan,High,Nigeria
1,761093,ACCT3672,Weston Herring,521214,Business,Petroleum industry,High,11/8/2019,Low,United States,High,South Africa
1,761050,ACCT7415,Jon Perkins,2657395,Business,Film industry,High,9/19/2019,Low,Italy,High,Vietnam
1,758042,ACCT6531,Katrina Hughes,772430,Business,Low to medium tech industry,High,4/13/2019,Low,Germany,High,Iran
1,757943,ACCT5102,Marquise Preston,2969274,Business,Electronics industry,High,5/18/2019,Low,Germany,High,Bangladesh
1,757626,ACCT6708,Asa Erickson,806589,Business,Insurance industry,High,3/27/2019,Low,Netherlands,High,Russia
1,757269,ACCT6266,Van Moran,2540703,Business,Food industry,High,2/26/2019,Low,Canada,High,Turkey
1,756974,ACCT3993,Walter Ferrell,7029395,Business,Fishing industry,High,9/11/2019,Low,Mexico,High,Philippines
1,755825,ACCT6827,Nina Blankenship,8636741,Business,Video game industry,High,11/23/2019,Low,Italy,High,Russia
1,754179,ACCT2847,Danna Contreras,3292998,Business,Timber industry,High,5/10/2019,Low,Netherlands,High,Vietnam
1,753244,ACCT3493,Saige Mathis,7830940,Business,Chemical industry,High,1/9/2019,Low,Australia,High,Indonesia
1,752791,ACCT4451,Jayleen Glover,9164152,Business,Mining,High,5/12/2019,Low,France,High,Russia
1,750316,ACCT3700,Clayton Donaldson,5389774,Business,Transport industry,High,7/22/2019,Low,South Korea,High,Indonesia
1,748992,ACCT3933,Kaelyn Lowe,9777140,Business,Electrical power industry,High,4/14/2019,Low,Canada,High,Bangladesh
1,746611,ACCT7453,Sonia Roach,1305783,Business,Entertainment industry,High,12/30/2019,Low,France,High,Indonesia
1,746059,ACCT2693,Zayden Webster,802647,Business,Entertainment industry,High,7/3/2019,Low,Germany,High,Vietnam
1,745212,ACCT4230,Hana Webster,9336383,Business,Fishing industry,High,12/14/2019,Low,United States,High,Indonesia
1,743242,ACCT5045,Frederick Owen,2984252,Business,Defense industry,High,2/1/2019,Low,Australia,High,South Africa
1,743002,ACCT2141,Cassandra Spence,9588081,Business,Publishing,High,7/15/2019,Low,France,High,Philippines
1,741886,ACCT3704,Salma Blackburn,9225947,Business,Film industry,High,2/7/2019,Low,Italy,High,Nigeria
1,741210,ACCT7459,Noah Nelson,1055387,Business,Internet,High,10/10/2019,Low,South Korea,High,Egypt
1,739673,ACCT3919,Caden Moyer,2076870,Business,Tobacco industry,High,5/3/2019,Low,Australia,High,Argentina
1,739563,ACCT6174,Eduardo Bryan,828141,Business,Industrial robot industry,High,3/8/2019,Low,Australia,High,Philippines
1,738976,ACCT4143,Jaliyah Aguilar,2916082,Business,Tobacco industry,High,5/30/2019,Low,Mexico,High,Vietnam
1,737686,ACCT7968,Clayton Oneill,7062516,Business,Arms industry,High,2/6/2019,Low,Germany,High,Philippines
1,737340,ACCT2252,Regina Kaufman,5040795,Business,Chemical industry,High,11/23/2019,Low,Japan,High,Brazil
1,737226,ACCT2271,Nadia Osborn,5065093,Business,Internet,High,9/26/2019,Low,United Kingdom,High,Egypt
1,737126,ACCT2895,Jose Knapp,6963705,Business,News media,High,5/23/2019,Low,United States,High,Turkey
1,737067,ACCT3159,Emery Zimmerman,9586707,Business,Publishing,High,3/9/2019,Low,Australia,High,Pakistan
1,735087,ACCT7827,Ezra Sutton,8300879,Business,Film industry,High,5/26/2019,Low,France,High,Bangladesh
1,733033,ACCT2132,Blake Costa,370230,Business,Health care industry,High,10/17/2019,Low,Germany,High,Turkey
1,732483,ACCT2280,Cristal Long,2845153,Business,Water industry,High,5/11/2019,Low,Australia,High,Iran
1,730756,ACCT5128,Jaylen Jackson,6812360,Business,Food industry,High,10/30/2019,Low,Mexico,High,Saudi Arabia
1,729382,ACCT4624,Aydin Herring,4375646,Business,Aerospace industry,High,12/25/2019,Low,Australia,High,Iran
1,728659,ACCT5604,Gerald Wood,7055589,Business,Mining,High,6/30/2019,Low,France,High,Pakistan
1,728061,ACCT2147,Reece Moyer,6242682,Business,Textile industry,High,9/19/2019,Low,Mexico,High,Iran
1,727103,ACCT2107,Kyla Barnett,4932307,Business,Hospitality industry,High,1/31/2019,Low,Germany,High,Argentina
1,725782,ACCT5457,Reid Gamble,3547831,Business,Internet,High,3/28/2019,Low,Germany,High,South Africa
1,725653,ACCT4252,Camryn Lyons,8942185,Business,Education industry,High,5/14/2019,Low,United States,High,Brazil
1,723344,ACCT5795,Mateo Hinton,2026516,Business,Video game industry,High,1/16/2019,Low,United States,High,Russia
1,721304,ACCT2003,Raven Valentine,6266082,Business,Defense industry,High,6/8/2019,Low,Mexico,High,Turkey
1,717707,ACCT2082,Layton Summers,9349119,Business,Water industry,High,3/20/2019,Low,Germany,High,Pakistan
1,717467,ACCT6166,Emiliano Hutchinson,9365287,Business,Automotive industry,High,10/29/2019,Low,United States,High,Argentina
1,717375,ACCT4297,April Ellis,7803133,Business,Chemical industry,High,4/15/2019,Low,South Korea,High,Philippines
1,716378,ACCT7323,Todd Fletcher,8447928,Business,Industrial robot industry,High,5/6/2019,Low,France,High,Turkey
1,716137,ACCT4106,Bianca Jacobson,6458486,Business,Shipbuilding industry,High,5/28/2019,Low,Mexico,High,Vietnam
1,712896,ACCT3978,Maia Meyers,9686728,Business,Electronics industry,High,10/3/2019,Low,United Kingdom,High,Egypt
1,709989,ACCT5920,Jagger Bennett,4913164,Business,Telecommunications industry,High,11/16/2019,Low,United Kingdom,High,Argentina
1,708105,ACCT7530,Trinity Frost,3614862,Business,Low to medium tech industry,High,6/23/2019,Low,Germany,High,Nigeria
1,707951,ACCT2223,Kaydence Werner,5120127,Business,Semiconductor industry,High,8/14/2019,Low,Canada,High,Turkey
1,707780,ACCT7440,Jaliyah Mccall,207755,Business,Fishing industry,High,9/1/2019,Low,France,High,Nigeria
1,707468,ACCT7901,Armani Mcclain,5153879,Business,Construction industry,High,5/14/2019,Low,Canada,High,Russia
1,704027,ACCT5996,Fernando Porter,5167067,Business,Water industry,High,10/31/2019,Low,South Korea,High,South Africa
1,703862,ACCT3108,Lorenzo Irwin,3624268,Business,Energy industry,High,12/30/2019,Low,United States,High,Egypt
1,703487,ACCT2046,Skyler Shah,7881206,Business,Mass media,High,11/21/2019,Low,Canada,High,Pakistan
1,702869,ACCT2271,Nadia Osborn,5065093,Business,Internet,High,1/14/2019,Low,Canada,High,Colombia
1,702614,ACCT2640,Aaliyah Mullen,4729532,Business,News media,High,4/15/2019,Low,Japan,High,Egypt
1,702569,ACCT5903,Ezequiel Durham,2089002,Business,Timber industry,High,3/25/2019,Low,Netherlands,High,South Africa
1,701361,ACCT4671,Nicholas Whitehead,9489110,Business,Education industry,High,8/8/2019,Low,Netherlands,High,Iran
1,701303,ACCT2743,Frida Faulkner,813954,Business,Mass media,High,8/13/2019,Low,South Korea,High,Saudi Arabia
1,701127,ACCT7861,Noe Lawson,3545826,Business,Sport industry,High,10/25/2019,Low,Italy,High,Iran
1,698859,ACCT4213,Jaxson Cortez,4272783,Business,Food industry,High,3/24/2019,Low,Italy,High,Turkey
1,698729,ACCT3578,Jovany Montoya,2270509,Business,Construction industry,High,12/20/2019,Low,Germany,High,Colombia
1,698455,ACCT4420,Trenton Mendoza,6281639,Business,Mining,High,9/4/2019,Low,Mexico,High,Colombia
1,698088,ACCT4117,Cecelia Bartlett,4446672,Business,Shipbuilding industry,High,10/13/2019,Low,Germany,High,Colombia
1,697428,ACCT5180,Laney Cline,2272731,Business,Publishing,High,7/30/2019,Low,South Korea,High,Nigeria
1,697227,ACCT7920,Ainsley Rosales,241526,Business,Pharmaceutical industry,High,8/21/2019,Low,South Korea,High,Nigeria
1,696655,ACCT5977,Jamarcus Yang,9852245,Business,Shipbuilding industry,High,2/2/2019,Low,United States,High,Vietnam
1,695767,ACCT3153,Tyler Harrington,2169627,Business,Broadcasting,High,3/5/2019,Low,United States,High,South Africa
1,695469,ACCT6868,Esmeralda Schwartz,3815124,Business,Education industry,High,8/17/2019,Low,France,High,Egypt
1,693062,ACCT3562,Jaylen Stanton,8154984,Business,Computer industry,High,3/22/2019,Low,Japan,High,Egypt
1,693053,ACCT5194,Catalina Gibson,8505499,Business,Low to medium tech industry,High,8/30/2019,Low,France,High,Egypt
1,693031,ACCT3598,Shea Case,3365814,Business,Hospitality industry,High,12/23/2019,Low,Mexico,High,Brazil
1,691316,ACCT3472,Jenna Donovan,3670472,Business,Entertainment industry,High,2/27/2019,Low,France,High,Argentina
1,690678,ACCT4990,Parker Oliver,6651493,Business,Pharmaceutical industry,High,8/27/2019,Low,Germany,High,Saudi Arabia
1,688525,ACCT5122,Tess Owen,9324324,Business,Computer industry,High,2/12/2019,Low,France,High,Saudi Arabia
1,686834,ACCT4419,Humberto Keller,5383375,Business,Aerospace industry,High,5/6/2019,Low,Netherlands,High,Colombia
1,686558,ACCT2102,Samara Mccormick,3157312,Business,Education industry,High,4/2/2019,Low,France,High,Turkey
1,684524,ACCT5001,Adalynn Paul,7094214,Business,Software industry,High,9/8/2019,Low,Mexico,High,Pakistan
1,684360,ACCT4121,Macy Abbott,283204,Business,Film industry,High,10/12/2019,Low,Netherlands,High,Pakistan
1,684162,ACCT5786,Maximo Camacho,7155644,Business,Transport industry,High,1/25/2019,Low,Italy,High,Bangladesh
1,684054,ACCT6495,Karter Browning,2506537,Business,Food industry,High,3/5/2019,Low,Netherlands,High,Colombia
1,683505,ACCT3935,Fabian Carr,9911034,Business,Steel industry,High,9/14/2019,Low,Canada,High,South Africa
1,683321,ACCT7164,Lilah Rocha,9591607,Business,Real estate industry,High,12/22/2019,Low,Italy,High,Pakistan
1,683234,ACCT5222,Jaylene Thornton,5072857,Business,Aerospace industry,High,1/17/2019,Low,France,High,South Africa
1,682283,ACCT3457,Marco Melton,1074965,Business,Low to medium tech industry,High,8/26/2019,Low,Italy,High,Philippines
1,680526,ACCT5600,Tiana Levy,1608741,Business,Steel industry,High,8/13/2019,Low,United Kingdom,High,Turkey
1,679271,ACCT7578,Elaina Wiley,8049219,Business,Telecommunications industry,High,8/2/2019,Low,United Kingdom,High,Pakistan
1,678880,ACCT6708,Asa Erickson,806589,Business,Insurance industry,High,2/16/2019,Low,France,High,Bangladesh
1,678826,ACCT2205,Angeline Pennington,1395453,Business,Aerospace industry,High,12/10/2019,Low,Japan,High,Egypt
1,677535,ACCT7811,Ashtyn Reese,3755287,Business,Real estate industry,High,9/7/2019,Low,Germany,High,Nigeria
1,677198,ACCT6158,Alejandro Coffey,9848471,Business,Telecommunications industry,High,11/4/2019,Low,France,High,Brazil
1,677046,ACCT6550,Dominique Jones,5430258,Business,Food industry,High,6/16/2019,Low,Germany,High,Turkey
1,676846,ACCT2186,Ricardo Solis,470748,Business,Computer industry,High,12/22/2019,Low,United Kingdom,High,Colombia
1,675682,ACCT3671,Terrell Ware,671208,Business,Energy industry,High,9/23/2019,Low,United Kingdom,High,Egypt
1,674938,ACCT6089,Agustin Morales,5251650,Business,Timber industry,High,8/1/2019,Low,Germany,High,Indonesia
1,674387,ACCT7665,Leia Berry,2224181,Business,Insurance industry,High,1/3/2019,Low,Japan,High,Saudi Arabia
1,674272,ACCT5588,Jaylee Shepard,2239610,Business,Education industry,High,2/14/2019,Low,Japan,High,Russia
1,672703,ACCT6131,Miracle Sharp,157719,Business,Automotive industry,High,7/30/2019,Low,Germany,High,Philippines
1,670474,ACCT4295,Rhett Key,8159939,Business,Health care industry,High,3/24/2019,Low,Australia,High,Colombia
1,668773,ACCT4420,Trenton Mendoza,6281639,Business,Mining,High,5/29/2019,Low,Netherlands,High,Argentina
1,668058,ACCT5423,Aubrie Strong,8766721,Business,Semiconductor industry,High,3/21/2019,Low,Germany,High,Nigeria
1,667589,ACCT5045,Frederick Owen,2984252,Business,Defense industry,High,12/23/2019,Low,Netherlands,High,Saudi Arabia
1,667570,ACCT6849,Emery Livingston,9516786,Business,Food industry,High,10/10/2019,Low,United States,High,Iran
1,667313,ACCT6919,Amari Hebert,1339799,Business,Video game industry,High,10/27/2019,Low,Australia,High,Indonesia
1,666768,ACCT3012,Reed Mckay,7839571,Business,Information industry,High,3/17/2019,Low,Germany,High,Colombia
1,665250,ACCT2485,Nathan Poole,5923264,Business,Industrial robot industry,High,9/1/2019,Low,Germany,High,Egypt
1,663584,ACCT7339,Delilah Miranda,1255268,Business,Food industry,High,9/23/2019,Low,Japan,High,Vietnam
1,662953,ACCT5194,Catalina Gibson,8505499,Business,Low to medium tech industry,High,4/14/2019,Low,Italy,High,Russia
1,662940,ACCT2913,Nevaeh Galvan,3493833,Business,Health care industry,High,7/15/2019,Low,Canada,High,Turkey
1,662482,ACCT5091,Alejandra Erickson,3939727,Business,Education industry,High,10/22/2019,Low,France,High,Saudi Arabia
1,661971,ACCT2764,Greyson Weeks,2304468,Business,Hospitality industry,High,1/18/2019,Low,Australia,High,Saudi Arabia
1,660836,ACCT3946,Dania Moyer,1931245,Business,Semiconductor industry,High,2/12/2019,Low,Mexico,High,Colombia
1,660590,ACCT6650,Aditya Bishop,9818399,Business,Internet,High,3/17/2019,Low,Italy,High,Nigeria
1,659626,ACCT4829,Jamir Graves,7455186,Business,Entertainment industry,High,10/2/2019,Low,Germany,High,Indonesia
1,659176,ACCT3440,Alyvia Contreras,8102847,Business,Software industry,High,6/13/2019,Low,France,High,Turkey
1,658758,ACCT5977,Jamarcus Yang,9852245,Business,Shipbuilding industry,High,7/15/2019,Low,United Kingdom,High,South Africa
1,657155,ACCT7930,Korbin Navarro,2508760,Business,Textile industry,High,6/15/2019,Low,Netherlands,High,Brazil
1,656776,ACCT7405,Rhianna Tran,7533522,Business,Automotive industry,High,2/11/2019,Low,Netherlands,High,Vietnam
1,656262,ACCT6291,Maurice Estes,2021301,Business,Food industry,High,4/5/2019,Low,Netherlands,High,Vietnam
1,655332,ACCT2463,Kara Stanley,2176157,Business,Electrical power industry,High,4/2/2019,Low,Netherlands,High,Argentina
1,654605,ACCT7453,Sonia Roach,1305783,Business,Entertainment industry,High,11/23/2019,Low,Mexico,High,Egypt
1,654018,ACCT7804,Xavier Rollins,8027915,Business,Publishing,High,6/17/2019,Low,France,High,Indonesia
1,653765,ACCT7673,Viviana Sellers,811374,Business,Video game industry,High,3/8/2019,Low,Australia,High,Egypt
