f.acctid,f.acctname,f.potential_fraud_fl,fraud_alert_dt,f.incr_in_credit_card_spent,f.avg_monthly_creditcard_spent,f.daily_credit_card_transaction_amt,f.daily_credit_card_transaction_ct
ACCT6387,Tyrell Good,Y,8/23/2019,2.182237600922722,867,1892,1
ACCT6829,Santino Rowe,Y,6/25/2019,2.1817472698907956,1282,2797,1
ACCT6917,Johnny Hill,Y,2/11/2019,2.1816816816816815,666,1453,1
ACCT3296,Eric Burnett,Y,9/6/2019,2.1816479400749063,534,1165,1
ACCT3443,Madilyn Cameron,Y,9/1/2019,2.1816305469556245,969,2114,1
ACCT3290,Pierre Burgess,Y,2/26/2019,2.1814701378254213,1306,2849,1
ACCT7827,Ezra Sutton,Y,11/30/2019,2.181462140992167,766,1671,1
ACCT4686,Amari Hebert,Y,4/21/2019,2.181368507831822,1213,2646,1
ACCT3201,John Benjamin,Y,5/9/2019,2.1813509544787077,1362,2971,1
ACCT4401,Phoebe Newman,Y,12/15/2019,2.180962343096234,956,2085,1
ACCT3384,Jamya Mitchell,Y,10/10/2019,2.1808035714285716,448,977,1
ACCT6540,Lorelei Ross,Y,10/18/2019,2.180748663101604,935,2039,1
ACCT2134,Juan Salas,Y,11/3/2019,2.180715197956577,1566,3415,2
ACCT5173,Nia Sweeney,Y,5/11/2019,2.1806827643630307,1201,2619,1
ACCT2604,Lailah Tyler,Y,6/18/2019,2.1806615776081424,786,1714,1
ACCT3039,Monserrat Potter,Y,3/1/2019,2.1804915514592933,1302,2839,1
ACCT5102,Marquise Preston,Y,6/27/2019,2.180385288966725,1142,2490,1
ACCT2444,Nikolai Boyd,Y,12/16/2019,2.180257510729614,932,2032,2
ACCT2110,Kingston Davis,Y,12/15/2019,2.18021978021978,455,992,1
ACCT2107,Kyla Barnett,Y,12/27/2019,2.1801541425818884,1038,2263,1
ACCT7487,Reid West,Y,1/15/2019,2.1801242236024843,322,702,1
ACCT7350,Peter Gibbs,Y,11/6/2019,2.179985063480209,1339,2919,1
ACCT3052,Pranav Salas,Y,2/10/2019,2.1797520661157024,968,2110,1
ACCT3429,Yaretzi Raymond,Y,5/5/2019,2.1794871794871793,624,1360,1
ACCT3884,Lane Meza,Y,9/7/2019,2.179365079365079,630,1373,1
ACCT6496,Amani Brennan,Y,7/30/2019,2.1793478260869565,1104,2406,1
ACCT7328,Ezra Vazquez,Y,1/17/2019,2.1789638932496076,637,1388,1
ACCT5025,Harper Castillo,Y,2/20/2019,2.1789340101522843,788,1717,1
ACCT6819,Samson Duke,Y,5/16/2019,2.1789264413518885,1509,3288,2
ACCT3105,Liliana Vance,Y,12/13/2019,2.178890876565295,1118,2436,1
ACCT6680,Kaia Terry,Y,12/29/2019,2.1785714285714284,728,1586,1
ACCT3809,Nehemiah Dickerson,Y,6/28/2019,2.1785323110624315,913,1989,1
ACCT5152,Devan Knight,Y,10/21/2019,2.1784511784511786,297,647,1
ACCT5464,Ashanti Love,Y,11/4/2019,2.1782857142857144,875,1906,1
ACCT3331,Marcos Pacheco,Y,11/24/2019,2.178250204415372,1223,2664,1
ACCT7989,Uriel Ewing,Y,7/15/2019,2.1781564678543766,1291,2812,1
ACCT5929,Micaela Maxwell,Y,1/22/2019,2.1778523489932886,1192,2596,1
ACCT6370,Joy Mcmahon,Y,4/1/2019,2.1778425655976674,1029,2241,1
ACCT2793,Ronnie Mclean,Y,11/3/2019,2.1778042959427206,838,1825,1
ACCT6051,Rowan Moss,Y,4/25/2019,2.177685950413223,726,1581,1
ACCT5029,Deven West,Y,12/19/2019,2.177570093457944,1284,2796,1
ACCT6517,Nia Chambers,Y,7/15/2019,2.1774824081313526,1279,2785,1
ACCT5948,Mark Gutierrez,Y,4/18/2019,2.1774794929157344,1341,2920,1
ACCT4419,Humberto Keller,Y,7/11/2019,2.177449168207024,541,1178,1
ACCT5042,Jessie Barr,Y,10/17/2019,2.17718715393134,903,1966,1
ACCT3750,Elliot Campos,Y,4/6/2019,2.1770334928229667,1254,2730,1
ACCT4188,Gauge Mays,Y,7/23/2019,2.1769230769230767,910,1981,1
ACCT7602,Andres Perry,Y,12/16/2019,2.1768617021276597,752,1637,1
ACCT5184,Lana Graves,Y,10/9/2019,2.1768488745980705,622,1354,1
ACCT6993,Cristopher Chaney,Y,6/29/2019,2.1767204757858964,1177,2562,1
ACCT7279,Dakota Pope,Y,4/21/2019,2.1766917293233083,798,1737,1
ACCT4643,Aliya Roy,Y,7/1/2019,2.1766467065868262,668,1454,1
ACCT3066,Eric Beard,Y,11/26/2019,2.176628010704728,1121,2440,1
ACCT4428,Wesley Trujillo,Y,10/9/2019,2.176548089591568,759,1652,1
ACCT2427,Shyann Mejia,Y,6/6/2019,2.1762295081967213,732,1593,1
ACCT6499,Lesly Wall,Y,6/20/2019,2.176067073170732,1312,2855,1
ACCT7359,Madilynn Atkins,Y,6/2/2019,2.175787728026534,1206,2624,1
ACCT5309,Brent Wheeler,Y,3/9/2019,2.175728155339806,1030,2241,1
ACCT5637,Ian Hardy,Y,11/16/2019,2.1753287413901066,1597,3474,2
ACCT6738,Beckham Mcmahon,Y,11/15/2019,2.1752577319587627,1164,2532,1
ACCT3163,Shiloh Crosby,Y,10/31/2019,2.175054704595186,914,1988,1
ACCT6222,Quinn Meyer,Y,8/14/2019,2.1750503018108653,994,2162,1
ACCT7124,Beckett Snyder,Y,1/21/2019,2.174957118353345,583,1268,2
ACCT7933,Jaida Bowen,Y,4/1/2019,2.174927113702624,1372,2984,1
ACCT3750,Elliot Campos,Y,5/17/2019,2.174641148325359,1254,2727,1
ACCT6632,Annalise Erickson,Y,11/16/2019,2.1745362563237776,1186,2579,1
ACCT5737,Erin Gordon,Y,10/14/2019,2.1744292237442924,1095,2381,1
ACCT7447,Rigoberto Atkinson,Y,9/13/2019,2.174363807728558,1061,2307,1
ACCT7037,Addyson Harrison,Y,9/10/2019,2.1743027888446216,1004,2183,1
ACCT7439,Yoselin Hooper,Y,10/16/2019,2.1742424242424243,1056,2296,1
ACCT5554,Jamie Wood,Y,5/14/2019,2.174107142857143,448,974,1
ACCT6496,Amani Brennan,Y,3/17/2019,2.1739130434782608,1104,2400,1
ACCT6601,Bryce Ball,Y,11/15/2019,2.1739130434782608,253,550,1
ACCT7921,Kason Bruce,Y,10/23/2019,2.173844949099452,1277,2776,1
ACCT3566,Shyann Barrera,Y,7/11/2019,2.1737536656891496,1364,2965,1
ACCT3700,Clayton Donaldson,Y,7/2/2019,2.1737089201877935,852,1852,1
ACCT6173,Michael Woodard,Y,7/16/2019,2.173507462686567,536,1165,1
ACCT7465,Abel Holloway,Y,10/16/2019,2.173469387755102,686,1491,1
ACCT3755,Antony Hanna,Y,4/27/2019,2.173271173271173,1287,2797,1
ACCT7105,Yael Mora,Y,8/31/2019,2.1732009925558313,2015,4379,2
ACCT4735,Ibrahim Howe,Y,7/28/2019,2.173119065010957,1369,2975,1
ACCT3913,Dixie Butler,Y,8/1/2019,2.172972972972973,1295,2814,1
ACCT3458,Albert Raymond,Y,5/24/2019,2.1729249011857705,1012,2199,1
ACCT7898,Fabian Hooper,Y,7/29/2019,2.172811059907834,1302,2829,1
ACCT3057,Nathaniel Contreras,Y,2/19/2019,2.172706245181187,1297,2818,1
ACCT6648,Fisher Pope,Y,12/11/2019,2.1726764855256477,1969,4278,2
ACCT4778,Nathen Zavala,Y,10/28/2019,2.1725978647686834,1124,2442,1
ACCT7654,Lucy Stevenson,Y,7/27/2019,2.1725190839694655,655,1423,1
ACCT7943,Jayvion Jefferson,Y,6/5/2019,2.1724941724941726,1287,2796,1
ACCT4173,Erika Rosales,Y,11/14/2019,2.1723027375201287,1242,2698,1
ACCT4217,Haven Hill,Y,12/20/2019,2.172231985940246,1138,2472,1
ACCT2351,Charlize Boone,Y,6/16/2019,2.1719298245614036,570,1238,1
ACCT2780,Madyson Ewing,Y,7/31/2019,2.1717451523545708,1083,2352,1
ACCT2457,Eileen Pacheco,Y,12/23/2019,2.1715137956748696,1341,2912,1
ACCT4362,Cade Guerra,Y,10/31/2019,2.1715063520871145,1102,2393,1
ACCT5775,Gary Brooks,Y,3/5/2019,2.1714527027027026,1184,2571,1
ACCT2160,Colten Brock,Y,12/8/2019,2.1713632901751714,1313,2851,1
ACCT2700,Dane Buckley,Y,3/14/2019,2.171264367816092,870,1889,1
ACCT3292,Meredith Allison,Y,11/19/2019,2.17116060961313,853,1852,1
ACCT6477,Raul Payne,Y,4/3/2019,2.1711491442542785,1227,2664,1
ACCT5788,Phoenix Blevins,Y,11/2/2019,2.1711177052423345,1011,2195,1
ACCT7740,Leslie Krueger,Y,10/21/2019,2.1710654936461387,1023,2221,1
ACCT4385,Nolan Stephenson,Y,5/26/2019,2.171033478893741,1374,2983,1
ACCT4904,Kennedi Moore,Y,3/19/2019,2.1708154506437767,1165,2529,1
ACCT7744,Semaj Bernard,Y,2/22/2019,2.1707317073170733,574,1246,1
ACCT3654,Precious Obrien,Y,11/16/2019,2.1707317073170733,246,534,1
ACCT3750,Elliot Campos,Y,1/8/2019,2.1706539074960127,1254,2722,1
ACCT3215,Arthur Forbes,Y,5/19/2019,2.1706036745406823,381,827,1
ACCT6477,Raul Payne,Y,1/23/2019,2.170334148329258,1227,2663,1
ACCT2951,Kamari Mora,Y,9/4/2019,2.1701846965699207,1516,3290,2
ACCT4833,Valentina Fletcher,Y,5/30/2019,2.170166545981173,1381,2997,1
ACCT5543,Livia Curtis,Y,11/4/2019,2.170015455950541,1294,2808,1
ACCT6044,Desirae Pope,Y,11/21/2019,2.1698895027624308,724,1571,1
ACCT6305,Haleigh Cobb,Y,11/25/2019,2.1697171381031612,601,1304,1
ACCT6884,Rhianna Mclaughlin,Y,10/28/2019,2.1697127937336815,383,831,1
ACCT4482,Matias Kennedy,Y,10/18/2019,2.1696891191709846,772,1675,1
ACCT3066,Eric Beard,Y,1/13/2019,2.169491525423729,1121,2432,1
ACCT2069,Prince Lin,Y,1/18/2019,2.1694402420574885,661,1434,1
ACCT4138,Donald Case,Y,1/7/2019,2.1693262411347516,1128,2447,1
ACCT2983,Isiah Christensen,Y,9/13/2019,2.169179229480737,1194,2590,1
ACCT3230,Lesly Poole,Y,7/17/2019,2.168990283058724,2367,5134,2
ACCT2869,Jenna Beard,Y,12/2/2019,2.1689088191330343,669,1451,1
ACCT6302,Kaylyn Davenport,Y,10/6/2019,2.168892380204242,1273,2761,1
ACCT7944,Valentina Bush,Y,6/1/2019,2.168855534709193,533,1156,1
ACCT4632,Cadence Hobbs,Y,5/19/2019,2.168824701195219,2008,4355,2
ACCT7840,Yadira Hunter,Y,4/3/2019,2.1687170474516697,569,1234,1
ACCT6061,Keith Frye,Y,7/24/2019,2.1687041564792175,409,887,1
ACCT3948,Simeon Haas,Y,2/4/2019,2.1686746987951806,1079,2340,1
ACCT5257,Addison Griffith,Y,9/11/2019,2.1686143572621037,599,1299,1
ACCT7585,Reilly Arellano,Y,1/19/2019,2.168610816542948,943,2045,1
ACCT7280,Jordan Wilcox,Y,4/5/2019,2.1685649202733486,1317,2856,2
ACCT2498,Roger Moran,Y,7/19/2019,2.168539325842697,623,1351,1
ACCT6829,Santino Rowe,Y,6/19/2019,2.1684867394695786,1282,2780,1
ACCT4940,Ansley Kemp,Y,5/12/2019,2.1684848484848485,825,1789,1
ACCT5117,Mariana Cobb,Y,9/13/2019,2.1684782608695654,1288,2793,1
ACCT6934,Joslyn Bentley,Y,2/8/2019,2.1683899556868536,677,1468,1
ACCT6934,Joslyn Bentley,Y,7/3/2019,2.1683899556868536,677,1468,1
ACCT6397,Ignacio Ayers,Y,8/1/2019,2.1683501683501682,1188,2576,1
ACCT6422,Kaylie Bradley,Y,6/17/2019,2.1682389937106916,636,1379,1
ACCT7108,Korbin Herrera,Y,8/1/2019,2.168181818181818,880,1908,1
ACCT3979,Madilyn Knight,Y,11/18/2019,2.168148148148148,1350,2927,1
ACCT6531,Katrina Hughes,Y,1/17/2019,2.168122270742358,1374,2979,1
ACCT5712,Aydin Wilcox,Y,1/15/2019,2.1681205392545597,1261,2734,1
ACCT6095,Annalise Benson,Y,4/7/2019,2.1680473372781064,845,1832,1
ACCT3215,Arthur Forbes,Y,1/10/2019,2.167979002624672,381,826,2
ACCT2851,Austin Fowler,Y,1/17/2019,2.1677186654643825,1109,2404,1
ACCT4397,Jacoby Fisher,Y,11/13/2019,2.1675231243576567,973,2109,1
ACCT3033,Braydon Miranda,Y,12/21/2019,2.1669941060903732,509,1103,1
ACCT2834,Houston Daugherty,Y,1/17/2019,2.1669535283993113,1162,2518,1
ACCT3290,Pierre Burgess,Y,12/26/2019,2.1669218989280243,1306,2830,1
ACCT2490,Allie Atkinson,Y,8/25/2019,2.1669150521609537,1342,2908,1
ACCT3141,Lorena Carter,Y,12/25/2019,2.1667959658650116,1289,2793,1
ACCT6703,Amiyah Oconnor,Y,9/21/2019,2.1666666666666665,864,1872,1
ACCT3566,Shyann Barrera,Y,8/26/2019,2.1664222873900294,1364,2955,1
ACCT3466,Maria Sanders,Y,9/16/2019,2.1664,625,1354,1
ACCT6695,Baylee Rowland,Y,12/9/2019,2.1663442940038684,1034,2240,1
ACCT7234,Kamron Castro,Y,8/20/2019,2.1662222222222223,1125,2437,1
ACCT6659,Anthony Romero,Y,8/3/2019,2.1661931818181817,704,1525,1
ACCT3585,Cara Rogers,Y,9/1/2019,2.1661918328584995,1053,2281,1
ACCT5242,Cole Briggs,Y,6/26/2019,2.1661307609860665,933,2021,1
ACCT6081,Phoenix Khan,Y,1/9/2019,2.1661264181523503,1234,2673,1
ACCT6961,Nathalie Wagner,Y,7/2/2019,2.1660268714011517,1042,2257,1
ACCT5385,Litzy Lawrence,Y,6/17/2019,2.16600790513834,253,548,1
ACCT3201,John Benjamin,Y,12/29/2019,2.165932452276065,1362,2950,1
ACCT2316,Eliana Garrison,Y,3/9/2019,2.165775401069519,374,810,1
ACCT6496,Amani Brennan,Y,10/21/2019,2.1657608695652173,1104,2391,1
ACCT5681,Abbey Hurst,Y,4/11/2019,2.165728077232502,1243,2692,1
ACCT3839,Abigayle Dillon,Y,6/23/2019,2.165644171779141,326,706,1
ACCT3219,Franklin Padilla,Y,1/22/2019,2.1656184486373165,477,1033,1
ACCT4982,Kailey Mann,Y,1/30/2019,2.1655844155844157,616,1334,1
ACCT6098,Augustus Lucas,Y,3/9/2019,2.165374677002584,774,1676,1
ACCT5850,Cristopher Heath,Y,11/22/2019,2.165360501567398,1276,2763,1
ACCT5319,Alejandro Douglas,Y,10/24/2019,2.1651884700665187,902,1953,1
ACCT7053,Jazlene Wolf,Y,8/31/2019,2.165090909090909,1375,2977,1
ACCT4627,Scarlet Velez,Y,12/27/2019,2.1650893796004205,951,2059,1
ACCT2808,Colby Ware,Y,12/29/2019,2.1650579150579152,1036,2243,1
ACCT6738,Beckham Mcmahon,Y,12/1/2019,2.1649484536082473,1164,2520,1
ACCT4686,Amari Hebert,Y,6/30/2019,2.164880461665293,1213,2626,1
ACCT5577,Leonidas Elliott,Y,12/1/2019,2.1648590021691976,1383,2994,1
ACCT4011,Lamont Mathews,Y,1/6/2019,2.1647254575707153,601,1301,1
ACCT6276,Mina Noble,Y,5/9/2019,2.1645962732919255,966,2091,1
ACCT5895,Elisabeth Brewer,Y,8/13/2019,2.1643433602347764,1363,2950,1
ACCT6344,Francisco Moody,Y,4/4/2019,2.164265129682997,694,1502,1
ACCT6146,Savanah Perry,Y,2/12/2019,2.1641791044776117,1206,2610,1
ACCT2313,Tucker Huynh,Y,3/15/2019,2.1641391614629795,1121,2426,1
ACCT6318,Jade Silva,Y,5/6/2019,2.16404077849861,1079,2335,1
ACCT5946,Desirae White,Y,1/19/2019,2.1640112464854733,1067,2309,1
ACCT7696,Brooklyn Cordova,Y,7/28/2019,2.1639597834493425,1293,2798,1
ACCT7883,Roman Fleming,Y,9/18/2019,2.1638747268754552,1373,2971,2
ACCT5025,Harper Castillo,Y,10/15/2019,2.1637055837563453,788,1705,1
ACCT6584,Eric Wallace,Y,8/26/2019,2.1636883488205862,1399,3027,2
ACCT5271,Samuel Anderson,Y,1/11/2019,2.1636085626911314,654,1415,1
ACCT5737,Erin Gordon,Y,5/16/2019,2.1634703196347034,1095,2369,1
ACCT3162,Asia Cox,Y,10/29/2019,2.1631799163179917,239,517,1
ACCT7020,Bronson Morales,Y,1/2/2019,2.16315205327414,901,1949,1
ACCT5438,Jonas Sanders,Y,9/10/2019,2.1630695443645083,834,1804,1
ACCT6027,Jennifer Garner,Y,2/28/2019,2.162876008804109,1363,2948,1
ACCT7764,Graham Duncan,Y,7/23/2019,2.1628532974427994,743,1607,1
ACCT6994,Marlie Contreras,Y,10/8/2019,2.162721893491124,1014,2193,1
ACCT5976,Danny Montes,Y,11/22/2019,2.162708883025506,1137,2459,1
ACCT2910,Azaria Stephens,Y,1/21/2019,2.1626591230551626,1414,3058,2
ACCT6112,Augustus Rasmussen,Y,2/23/2019,2.1624737945492662,954,2063,1
ACCT6058,Aniya Nunez,Y,9/6/2019,2.162404092071611,782,1691,1
ACCT6008,Bronson Rogers,Y,8/9/2019,2.1623931623931623,936,2024,1
ACCT6499,Lesly Wall,Y,10/11/2019,2.1623475609756095,1312,2837,1
ACCT4826,Case Dodson,Y,1/6/2019,2.1622670807453415,1288,2785,1
ACCT7010,Kaya Suarez,Y,12/17/2019,2.162062615101289,543,1174,1
ACCT4388,Jalen Meadows,Y,6/27/2019,2.161842105263158,760,1643,1
ACCT6796,Harley Simpson,Y,5/10/2019,2.1618357487922704,1242,2685,2
ACCT6378,Ryland Stafford,Y,7/14/2019,2.1618037135278514,377,815,1
ACCT3292,Meredith Allison,Y,4/26/2019,2.1617819460726846,853,1844,1
ACCT7885,Princess Callahan,Y,4/6/2019,2.161764705882353,476,1029,1
ACCT5074,Jaida Hall,Y,10/20/2019,2.1615452151009658,1139,2462,1
ACCT4188,Gauge Mays,Y,3/28/2019,2.1615384615384614,910,1967,1
ACCT2601,Meredith Mccormick,Y,7/21/2019,2.1613756613756614,756,1634,1
ACCT4379,Darrell Good,Y,9/6/2019,2.161169415292354,1334,2883,1
ACCT7428,Gavin Vaughan,Y,11/14/2019,2.1611328125,1024,2213,1
ACCT2214,Paula Berry,Y,10/29/2019,2.1610660486674393,863,1865,1
ACCT2372,Liberty Patrick,Y,11/7/2019,2.160846560846561,945,2042,1
ACCT3827,Isaiah Rangel,Y,7/30/2019,2.16076058772688,1157,2500,1
ACCT4428,Wesley Trujillo,Y,2/5/2019,2.160737812911726,759,1640,1
ACCT4982,Kailey Mann,Y,11/11/2019,2.1607142857142856,616,1331,1
ACCT3469,Maximo May,Y,10/17/2019,2.1605263157894736,380,821,1
ACCT4904,Kennedi Moore,Y,6/25/2019,2.1605150214592275,1165,2517,1
ACCT4138,Donald Case,Y,8/19/2019,2.1604609929078014,1128,2437,1
ACCT5776,Carissa Luna,Y,5/29/2019,2.1603665521191293,873,1886,1
ACCT2806,Larry Holloway,Y,9/11/2019,2.1602982292637467,2146,4636,2
ACCT6641,Mikaela Velazquez,Y,8/4/2019,2.1598793363499245,1326,2864,2
ACCT3955,Cailyn Horne,Y,8/11/2019,2.1598173515981736,1095,2365,1
ACCT6051,Rowan Moss,Y,9/10/2019,2.159779614325069,726,1568,1
ACCT5739,Heidy Wolf,Y,7/16/2019,2.159779614325069,363,784,1
ACCT6407,Addyson Walter,Y,5/6/2019,2.1597173144876325,1415,3056,2
ACCT2197,Nevaeh Goodman,Y,7/21/2019,2.159713945172825,839,1812,1
ACCT6695,Baylee Rowland,Y,2/26/2019,2.1595744680851063,1034,2233,1
ACCT5536,Sasha Werner,Y,4/11/2019,2.159313725490196,1224,2643,1
ACCT4778,Nathen Zavala,Y,6/7/2019,2.159252669039146,1124,2427,1
ACCT2834,Houston Daugherty,Y,9/19/2019,2.1592082616179002,1162,2509,1
ACCT6636,Allen Benson,Y,3/2/2019,2.1592076302274394,1363,2943,1
ACCT4246,Alexa Phelps,Y,11/15/2019,2.159165751920966,911,1967,1
ACCT3166,Janiah Gonzales,Y,5/18/2019,2.159112825458052,1037,2239,1
ACCT5887,Xander Bradford,Y,6/8/2019,2.1590163934426227,610,1317,1
ACCT2448,Karson Compton,Y,9/12/2019,2.1590130226182316,1459,3150,2
ACCT7411,Aspen Washington,Y,8/8/2019,2.158992180712424,1151,2485,1
ACCT7270,Skylar French,Y,6/20/2019,2.1589895988112926,673,1453,1
ACCT4362,Cade Guerra,Y,10/26/2019,2.158802177858439,1102,2379,1
ACCT4107,Bryanna Conway,Y,8/15/2019,2.1587837837837838,888,1917,1
ACCT4896,Uriel Hubbard,Y,4/23/2019,2.1587030716723548,586,1265,1
ACCT4846,Rachael Holland,Y,11/5/2019,2.1586666666666665,750,1619,1
ACCT6315,Adriel Stein,Y,6/7/2019,2.1585845347313235,763,1647,1
ACCT6932,Cynthia Barron,Y,10/26/2019,2.158536585365854,1066,2301,1
ACCT3731,Mitchell Dunn,Y,5/29/2019,2.158490566037736,795,1716,1
ACCT6466,Ronin Scott,Y,2/3/2019,2.1584795321637427,1710,3691,2
ACCT5776,Carissa Luna,Y,11/20/2019,2.1580756013745703,873,1884,1
ACCT4205,Devon Mendoza,Y,8/22/2019,2.158,1000,2158,1
ACCT2917,Autumn Summers,Y,2/21/2019,2.1578947368421053,1159,2501,1
ACCT3722,Jaylen Conner,Y,5/23/2019,2.1578327444051824,849,1832,1
ACCT6499,Lesly Wall,Y,2/22/2019,2.1577743902439024,1312,2831,1
ACCT6927,Isiah Nichols,Y,4/20/2019,2.1577311577311575,1287,2777,1
ACCT2130,Aiden Watts,Y,8/6/2019,2.1575802837938762,1339,2889,1
ACCT3913,Dixie Butler,Y,11/3/2019,2.1575289575289576,1295,2794,1
ACCT3740,Litzy Cruz,Y,5/31/2019,2.1574344023323615,343,740,1
ACCT3105,Liliana Vance,Y,4/3/2019,2.15742397137746,1118,2412,1
ACCT6460,Marlon Drake,Y,4/20/2019,2.1572727272727272,1100,2373,1
ACCT6399,Harper Chavez,Y,12/31/2019,2.157212317666126,617,1331,1
ACCT3829,Braeden Little,Y,3/14/2019,2.1571072319201994,401,865,1
ACCT2228,Ainsley Hudson,Y,10/30/2019,2.1569474442044636,1389,2996,1
ACCT5442,Collin James,Y,6/13/2019,2.156862745098039,1173,2530,1
ACCT6661,Harper Pittman,Y,9/20/2019,2.156862745098039,714,1540,1
ACCT5347,Sara Garcia,Y,8/25/2019,2.1566632756866735,983,2120,1
ACCT5897,Claire Ayala,Y,7/1/2019,2.156367041198502,1068,2303,1
ACCT5375,Yesenia Smith,Y,6/18/2019,2.1563636363636363,550,1186,1
ACCT6993,Cristopher Chaney,Y,2/22/2019,2.1563296516567543,1177,2538,1
ACCT3955,Cailyn Horne,Y,11/27/2019,2.1561643835616437,1095,2361,1
ACCT5178,Armani Dennis,Y,4/18/2019,2.1561514195583595,1902,4101,2
ACCT6678,Paola Bates,Y,2/28/2019,2.156050955414013,628,1354,1
ACCT5601,Kira Hendrix,Y,6/5/2019,2.1559953434225845,859,1852,1
ACCT2365,Cedric Escobar,Y,6/7/2019,2.155773420479303,918,1979,1
ACCT2834,Houston Daugherty,Y,3/20/2019,2.1557659208261617,1162,2505,1
ACCT4062,Drake Barton,Y,7/6/2019,2.155749636098981,687,1481,1
ACCT5650,Adrien Bender,Y,8/8/2019,2.1557454890788224,2106,4540,2
ACCT7975,Alisson Short,Y,5/7/2019,2.155668358714044,1182,2548,1
ACCT2022,Rey Booker,Y,7/24/2019,2.1555555555555554,1440,3104,2
ACCT2744,Gordon Flynn,Y,1/22/2019,2.1555075593952484,1389,2994,1
ACCT4428,Wesley Trujillo,Y,1/4/2019,2.155467720685112,759,1636,1
ACCT7885,Princess Callahan,Y,11/26/2019,2.1554621848739495,476,1026,1
ACCT4930,Tyler Baker,Y,10/11/2019,2.1553544494720964,663,1429,1
ACCT4491,Lorelei Gill,Y,7/27/2019,2.1553488372093024,1075,2317,1
ACCT4108,Cason Stanley,Y,3/6/2019,2.15531914893617,470,1013,1
ACCT6379,Juliana Glover,Y,7/20/2019,2.1549295774647885,1349,2907,1
ACCT4360,Owen Baker,Y,3/4/2019,2.1549295774647885,355,765,1
ACCT2190,Broderick Archer,Y,9/24/2019,2.1549019607843136,1020,2198,2
ACCT6996,Brodie Munoz,Y,3/7/2019,2.154859967051071,607,1308,1
ACCT5895,Elisabeth Brewer,Y,12/10/2019,2.1548055759354368,1363,2937,1
ACCT3751,Ishaan Cook,Y,11/22/2019,2.1543624161073827,894,1926,1
ACCT3979,Madilyn Knight,Y,7/24/2019,2.154074074074074,1350,2908,1
ACCT6271,Aileen Cherry,Y,12/27/2019,2.154008438818565,474,1021,1
ACCT3981,Camilla Hodge,Y,11/17/2019,2.154006243496358,961,2070,1
ACCT7512,Brodie Casey,Y,3/4/2019,2.153963414634146,656,1413,1
ACCT5090,Charlie Costa,Y,4/24/2019,2.1539379474940334,838,1805,1
ACCT3052,Pranav Salas,Y,12/23/2019,2.1539256198347108,968,2085,1
ACCT2110,Kingston Davis,Y,7/2/2019,2.1538461538461537,455,980,1
ACCT5117,Mariana Cobb,Y,3/22/2019,2.1537267080745344,1288,2774,1
ACCT7679,Kaitlynn Nolan,Y,1/28/2019,2.1537216828478964,618,1331,1
ACCT6155,Jaydon Oconnell,Y,8/6/2019,2.153310104529617,1148,2472,1
ACCT7744,Semaj Bernard,Y,2/1/2019,2.153310104529617,574,1236,1
ACCT5435,Agustin Carter,Y,4/4/2019,2.1531914893617023,705,1518,1
ACCT4108,Cason Stanley,Y,7/21/2019,2.1531914893617023,470,1012,1
ACCT5435,Agustin Carter,Y,11/9/2019,2.1531914893617023,705,1518,1
ACCT3163,Shiloh Crosby,Y,2/23/2019,2.1531728665207877,914,1968,1
ACCT5515,Kirsten James,Y,5/23/2019,2.153167602245389,1247,2685,1
ACCT2392,Craig Sparks,Y,4/1/2019,2.1530434782608694,1150,2476,1
ACCT7326,Diamond Morales,Y,9/4/2019,2.153031761308951,1039,2237,1
ACCT6131,Miracle Sharp,Y,9/12/2019,2.152963671128107,1046,2252,1
ACCT6587,Destinee Shaw,Y,8/17/2019,2.1529497450837582,1373,2956,1
ACCT2662,Izabelle Hatfield,Y,12/17/2019,2.1528046421663443,517,1113,1
ACCT2579,Savion Rogers,Y,2/3/2019,2.1527777777777777,288,620,1
ACCT5010,Diya Holder,Y,11/4/2019,2.1526232114467407,629,1354,1
ACCT6480,Makai Serrano,Y,3/3/2019,2.1524590163934425,610,1313,1
ACCT6024,Ali Romero,Y,3/22/2019,2.152350081037277,617,1328,1
ACCT2045,Cynthia Sutton,Y,3/15/2019,2.1522707034728406,1123,2417,1
ACCT6440,Brandon Swanson,Y,5/22/2019,2.1522070015220702,657,1414,1
ACCT4698,Jaxson Holland,Y,1/5/2019,2.152173913043478,598,1287,1
ACCT7559,Aldo Jacobs,Y,8/26/2019,2.1519933554817277,1204,2591,1
ACCT3232,Angelica Frey,Y,5/1/2019,2.1518560179977504,1778,3826,2
ACCT5554,Jamie Wood,Y,9/18/2019,2.1517857142857144,448,964,1
ACCT3740,Litzy Cruz,Y,1/28/2019,2.151603498542274,343,738,1
ACCT4993,Abbigail Carpenter,Y,3/5/2019,2.151603498542274,343,738,1
ACCT6155,Jaydon Oconnell,Y,7/7/2019,2.1515679442508713,1148,2470,1
ACCT2357,Lina Mcconnell,Y,10/7/2019,2.1514441842310696,1281,2756,1
ACCT2724,Kylie Hunt,Y,10/4/2019,2.151432469304229,733,1577,1
ACCT3126,Hezekiah Hampton,Y,11/12/2019,2.1513982642237224,1037,2231,1
ACCT7785,Todd Lawrence,Y,10/31/2019,2.151355421686747,1328,2857,1
ACCT2247,Marisol Hurst,Y,6/12/2019,2.151012891344383,543,1168,1
