transaction_ct,transaction_amt,t.sender_acct,recieving_acct_id,recieving_acct_name,recieving_acct_annual_income,recieving_acct_src_income,a.acct_industry,a.acct_risk,t.transaction_date,t.send_country_risk,t.send_country_name,t.reciever_country_risk,t.reciever_country_name
1,3583561,ACCT2928,ACCT5424,Orlando Lucas,3218039,Business,Industrial robot industry,High,8/2/2019,High,Pakistan,Low,Australia
1,3581841,ACCT6164,ACCT2132,Blake Costa,370230,Business,Health care industry,High,3/30/2019,High,Turkey,Low,United States
1,3578620,ACCT7458,ACCT3879,Elliott Holt,563804,Business,Insurance industry,High,4/23/2019,High,South Africa,Low,Australia
1,3577250,ACCT7888,ACCT4851,Maddox Mahoney,1537529,Business,Health care industry,High,8/24/2019,High,Turkey,Low,Japan
1,3576007,ACCT7349,ACCT5450,Ryan Sanchez,1740010,Business,Transport industry,High,9/7/2019,High,Pakistan,Low,Canada
1,3575353,ACCT6365,ACCT2186,Ricardo Solis,470748,Business,Computer industry,High,2/15/2019,High,Bangladesh,Low,United Kingdom
1,3574759,ACCT4532,ACCT5472,Zaiden Sosa,3108151,Business,Hospitality industry,High,11/19/2019,High,Vietnam,Low,United States
1,3573275,ACCT5105,ACCT5903,Ezequiel Durham,2089002,Business,Timber industry,High,6/25/2019,High,Argentina,Low,Germany
1,3572529,ACCT3837,ACCT3270,Andreas Vargas,1267559,Business,Music industry,High,11/6/2019,High,Argentina,Low,France
1,3572399,ACCT4478,ACCT5338,Alessandro Murillo,794758,Business,Insurance industry,High,8/22/2019,High,Pakistan,Low,Australia
1,3571807,ACCT3534,ACCT7834,Karli Ryan,1020063,Business,Internet,High,7/23/2019,High,Brazil,Low,United Kingdom
1,3570798,ACCT4798,ACCT5443,Maggie Wong,3414505,Business,Arms industry,High,4/3/2019,High,Saudi Arabia,Low,Canada
1,3558649,ACCT3133,ACCT4029,Tianna Mays,782425,Business,Hospitality industry,High,11/11/2019,High,Iran,Low,Mexico
1,3558422,ACCT4104,ACCT7665,Leia Berry,2224181,Business,Insurance industry,High,2/19/2019,High,Turkey,Low,Netherlands
1,3554923,ACCT4832,ACCT2376,Jairo Clayton,3268317,Business,Shipbuilding industry,High,7/27/2019,High,Argentina,Low,United Kingdom
1,3549222,ACCT2456,ACCT7092,Guillermo Dean,307497,Business,Education industry,High,4/8/2019,High,Turkey,Low,South Korea
1,3547340,ACCT5217,ACCT6119,Ally Hancock,812411,Business,Telecommunications industry,High,6/2/2019,High,Iran,Low,Italy
1,3537700,ACCT2743,ACCT6193,Noe Calhoun,2959436,Business,Film industry,High,5/12/2019,High,Philippines,Low,Canada
1,3537394,ACCT4030,ACCT5858,Angelique Beasley,2438459,Business,Sport industry,High,6/23/2019,High,South Africa,Low,Italy
1,3536043,ACCT4690,ACCT2949,Lawrence Dunn,282389,Business,Sport industry,High,9/27/2019,High,Colombia,Low,Netherlands
1,3534175,ACCT2210,ACCT4959,Landin Torres,687069,Business,Computer industry,High,1/29/2019,High,Pakistan,Low,South Korea
1,3533414,ACCT7664,ACCT2029,Allan Parsons,1170210,Business,Telecommunications industry,High,2/7/2019,High,Nigeria,Low,Australia
1,3531138,ACCT2725,ACCT3147,Triston Moreno,1729880,Business,Electrical power industry,High,4/9/2019,High,Russia,Low,France
1,3530245,ACCT7772,ACCT7056,Peter Cowan,3439819,Business,Pulp and paper industry,High,7/11/2019,High,Argentina,Low,Germany
1,3523127,ACCT7554,ACCT4138,Donald Case,2117277,Business,Chemical industry,High,7/7/2019,High,Saudi Arabia,Low,Netherlands
1,3522859,ACCT7538,ACCT2579,Savion Rogers,2238586,Business,Hospitality industry,High,1/12/2019,High,Iran,Low,Germany
1,3522507,ACCT7600,ACCT2959,Cordell Rubio,2395251,Business,Mining,High,7/29/2019,High,Nigeria,Low,United Kingdom
1,3516961,ACCT5922,ACCT7599,Anabelle Wolfe,243191,Business,Petroleum industry,High,3/19/2019,High,South Africa,Low,Japan
1,3514066,ACCT4401,ACCT4503,Krish Braun,1513481,Business,Semiconductor industry,High,5/9/2019,High,Bangladesh,Low,South Korea
1,3513961,ACCT5432,ACCT6285,Aimee Baxter,2500090,Business,Mass media,High,2/8/2019,High,Iran,Low,Germany
1,3513080,ACCT5922,ACCT7056,Peter Cowan,3439819,Business,Pulp and paper industry,High,5/16/2019,High,Nigeria,Low,United Kingdom
1,3511470,ACCT7078,ACCT3942,Yareli Boone,2711147,Business,Tobacco industry,High,10/21/2019,High,Iran,Low,Australia
1,3509543,ACCT3844,ACCT7798,Graham Shah,1427972,Business,Textile industry,High,9/29/2019,High,Vietnam,Low,Italy
1,3508893,ACCT2360,ACCT5060,Tristan Arias,3475375,Business,Textile industry,High,5/22/2019,High,Russia,Low,Australia
1,3507621,ACCT6398,ACCT2149,Conrad Herring,2366772,Business,Petroleum industry,High,12/10/2019,High,Colombia,Low,Italy
1,3505519,ACCT5586,ACCT5508,Alma Pena,1983051,Business,Publishing,High,5/8/2019,High,Brazil,Low,Australia
1,3502399,ACCT5618,ACCT3671,Terrell Ware,671208,Business,Energy industry,High,10/31/2019,High,Pakistan,Low,Germany
1,3502034,ACCT3880,ACCT2732,Kyler Bryant,3403369,Business,Publishing,High,9/7/2019,High,Colombia,Low,United Kingdom
1,3501668,ACCT3310,ACCT2908,Liam Austin,1395223,Business,Semiconductor industry,High,8/23/2019,High,Bangladesh,Low,Australia
1,3498515,ACCT7659,ACCT7348,Alec Holloway,3144976,Business,Electronics industry,High,7/15/2019,High,Egypt,Low,Canada
1,3498185,ACCT7108,ACCT5367,Liberty Brandt,1686264,Business,Automotive industry,High,12/25/2019,High,Philippines,Low,Australia
1,3494445,ACCT2253,ACCT6193,Noe Calhoun,2959436,Business,Film industry,High,5/1/2019,High,Pakistan,Low,Mexico
1,3493918,ACCT5855,ACCT3147,Triston Moreno,1729880,Business,Electrical power industry,High,6/26/2019,High,Bangladesh,Low,Australia
1,3492350,ACCT4158,ACCT6114,Ally Olsen,169672,Business,Industrial robot industry,High,8/24/2019,High,Pakistan,Low,Japan
1,3491874,ACCT5089,ACCT4959,Landin Torres,687069,Business,Computer industry,High,1/24/2019,High,Colombia,Low,Canada
1,3486762,ACCT6221,ACCT5265,Ramon Estrada,3466756,Business,Pulp and paper industry,High,9/2/2019,High,Argentina,Low,Italy
1,3486112,ACCT3886,ACCT3598,Shea Case,3365814,Business,Hospitality industry,High,10/8/2019,High,Turkey,Low,Canada
1,3474935,ACCT6297,ACCT2743,Frida Faulkner,813954,Business,Mass media,High,6/27/2019,High,Colombia,Low,United States
1,3470602,ACCT2034,ACCT3598,Shea Case,3365814,Business,Hospitality industry,High,7/14/2019,High,Philippines,Low,Italy
1,3470189,ACCT4325,ACCT7920,Ainsley Rosales,241526,Business,Pharmaceutical industry,High,5/23/2019,High,Indonesia,Low,Italy
1,3461795,ACCT4175,ACCT6266,Van Moran,2540703,Business,Food industry,High,4/16/2019,High,Pakistan,Low,Australia
1,3455685,ACCT4884,ACCT5983,Neil Pham,1065707,Business,Petroleum industry,High,7/23/2019,High,Egypt,Low,Australia
1,3452013,ACCT5033,ACCT4903,Yusuf Colon,614078,Business,Computer industry,High,2/20/2019,High,Egypt,Low,Italy
1,3448209,ACCT7084,ACCT2572,Ashlee Phelps,1779194,Business,Automotive industry,High,7/17/2019,High,Bangladesh,Low,Italy
1,3446181,ACCT3921,ACCT5367,Liberty Brandt,1686264,Business,Automotive industry,High,6/23/2019,High,Egypt,Low,South Korea
1,3442803,ACCT4918,ACCT6589,Noe Benjamin,581850,Business,Arms industry,High,6/24/2019,High,South Africa,Low,Italy
1,3440836,ACCT7496,ACCT3013,Josh Barrera,1660835,Business,News media,High,3/12/2019,High,Russia,Low,South Korea
1,3436732,ACCT5137,ACCT5180,Laney Cline,2272731,Business,Publishing,High,3/29/2019,High,Saudi Arabia,Low,Canada
1,3420058,ACCT7383,ACCT4585,Jeremiah Carter,2328465,Business,Energy industry,High,4/10/2019,High,Vietnam,Low,United States
1,3413735,ACCT5447,ACCT5603,Aydin Noble,210506,Business,Chemical industry,High,5/27/2019,High,Turkey,Low,Australia
1,3413318,ACCT5426,ACCT7800,Tristen Stephenson,2106006,Business,Real estate industry,High,10/24/2019,High,Egypt,Low,Germany
1,3411257,ACCT3068,ACCT4431,Ari Reese,1749771,Business,Video game industry,High,11/18/2019,High,Philippines,Low,United Kingdom
1,3410611,ACCT5468,ACCT2463,Kara Stanley,2176157,Business,Electrical power industry,High,11/18/2019,High,Pakistan,Low,Germany
1,3408604,ACCT5241,ACCT4135,Ada Elliott,338653,Business,Food industry,High,8/9/2019,High,Brazil,Low,Germany
1,3400594,ACCT4012,ACCT5268,Cadence Webb,1848278,Business,Software industry,High,9/13/2019,High,Turkey,Low,Netherlands
1,3399323,ACCT5481,ACCT4514,Skyla Sparks,1686586,Business,Industrial robot industry,High,9/27/2019,High,Turkey,Low,Australia
1,3398839,ACCT6958,ACCT6291,Maurice Estes,2021301,Business,Food industry,High,7/29/2019,High,Turkey,Low,United States
1,3397568,ACCT7123,ACCT5021,Maggie Mclaughlin,1389535,Business,Fishing industry,High,4/29/2019,High,Indonesia,Low,Netherlands
1,3397360,ACCT4407,ACCT7950,Scarlet Wade,2029764,Business,Water industry,High,6/26/2019,High,Nigeria,Low,United States
1,3396482,ACCT3634,ACCT6601,Bryce Ball,1436820,Business,Industrial robot industry,High,3/15/2019,High,Colombia,Low,Netherlands
1,3395682,ACCT2262,ACCT5614,Reed Castillo,738493,Business,Real estate industry,High,11/19/2019,High,Iran,Low,Italy
1,3390435,ACCT7950,ACCT7195,Samson Green,2473427,Business,News media,High,7/27/2019,High,Philippines,Low,South Korea
1,3389472,ACCT5382,ACCT5819,Liliana Pugh,1854867,Business,Video game industry,High,2/5/2019,High,Vietnam,Low,United States
1,3388067,ACCT5623,ACCT4090,Dustin Kerr,1446737,Business,Health care industry,High,12/8/2019,High,Colombia,Low,Australia
1,3380041,ACCT4434,ACCT3288,Emerson Farrell,2526859,Business,Shipbuilding industry,High,10/21/2019,High,Russia,Low,Mexico
1,3376516,ACCT6618,ACCT5209,Hadley Tate,2817839,Business,Publishing,High,12/20/2019,High,Saudi Arabia,Low,South Korea
1,3375745,ACCT6345,ACCT3210,Lilian Richard,809451,Business,Financial services industry,High,8/16/2019,High,Bangladesh,Low,Australia
1,3372455,ACCT6964,ACCT4847,Averi Franco,1563269,Business,Video game industry,High,8/8/2019,High,Colombia,Low,Australia
1,3371601,ACCT2311,ACCT3737,Adrien Sampson,3332958,Business,Automotive industry,High,11/23/2019,High,Colombia,Low,Germany
1,3368775,ACCT6598,ACCT3737,Adrien Sampson,3332958,Business,Automotive industry,High,1/1/2019,High,Colombia,Low,Japan
1,3359954,ACCT5430,ACCT2852,Keegan Brock,2905114,Business,Pharmaceutical industry,High,5/25/2019,High,Bangladesh,Low,Mexico
1,3358904,ACCT7543,ACCT3380,Moshe Petty,320296,Business,Energy industry,High,11/27/2019,High,Russia,Low,Canada
1,3356411,ACCT7328,ACCT6119,Ally Hancock,812411,Business,Telecommunications industry,High,11/28/2019,High,Philippines,Low,South Korea
1,3355127,ACCT7047,ACCT2565,Sergio Hernandez,3103382,Business,Real estate industry,High,2/2/2019,High,Colombia,Low,Mexico
1,3352691,ACCT3635,ACCT7930,Korbin Navarro,2508760,Business,Textile industry,High,7/20/2019,High,Pakistan,Low,Italy
1,3348143,ACCT2565,ACCT2001,Kevin Shelton,1435598,Business,Telecommunications industry,High,9/30/2019,High,Pakistan,Low,Canada
1,3345157,ACCT3028,ACCT7986,Anastasia Cochran,356324,Business,Semiconductor industry,High,9/8/2019,High,South Africa,Low,United Kingdom
1,3345133,ACCT5267,ACCT3225,Khloe Hill,1648387,Business,Timber industry,High,2/3/2019,High,Russia,Low,France
1,3332311,ACCT4244,ACCT7339,Delilah Miranda,1255268,Business,Food industry,High,2/22/2019,High,Turkey,Low,Mexico
1,3328298,ACCT5244,ACCT2149,Conrad Herring,2366772,Business,Petroleum industry,High,10/28/2019,High,Egypt,Low,Italy
1,3323373,ACCT3512,ACCT2463,Kara Stanley,2176157,Business,Electrical power industry,High,11/30/2019,High,Turkey,Low,Canada
1,3322877,ACCT3679,ACCT5713,Lexie Floyd,683623,Business,Electronics industry,High,2/20/2019,High,Vietnam,Low,South Korea
1,3320615,ACCT6022,ACCT3436,Brielle Huang,2693892,Business,Computer industry,High,6/25/2019,High,Egypt,Low,Australia
1,3320315,ACCT4612,ACCT7031,Dustin Stanley,743260,Business,Hospitality industry,High,1/2/2019,High,Philippines,Low,Netherlands
1,3318197,ACCT5934,ACCT7714,Frances Watkins,291369,Business,Fishing industry,High,2/21/2019,High,Brazil,Low,Netherlands
1,3313712,ACCT4500,ACCT5576,Malia Brooks,2734440,Business,Defense industry,High,1/7/2019,High,Brazil,Low,Netherlands
1,3310973,ACCT3470,ACCT7339,Delilah Miranda,1255268,Business,Food industry,High,6/6/2019,High,Saudi Arabia,Low,Canada
1,3309735,ACCT2761,ACCT7215,Emelia Mendez,810450,Business,Pulp and paper industry,High,9/29/2019,High,Indonesia,Low,South Korea
1,3308300,ACCT4011,ACCT7647,Alayna Eaton,3164237,Business,Shipbuilding industry,High,7/17/2019,High,Saudi Arabia,Low,Italy
1,3306993,ACCT4516,ACCT3879,Elliott Holt,563804,Business,Insurance industry,High,11/18/2019,High,Egypt,Low,South Korea
1,3305159,ACCT5673,ACCT3826,Brisa Swanson,3044573,Business,Telecommunications industry,High,8/12/2019,High,Nigeria,Low,Germany
1,3303592,ACCT2015,ACCT3257,Karlie Ingram,141800,Business,Automotive industry,High,7/15/2019,High,Egypt,Low,Canada
1,3301473,ACCT7348,ACCT3532,Lucas Fisher,1943056,Business,Electronics industry,High,9/18/2019,High,Nigeria,Low,France
1,3299050,ACCT5144,ACCT7950,Scarlet Wade,2029764,Business,Water industry,High,4/12/2019,High,Brazil,Low,Japan
1,3298470,ACCT7820,ACCT2900,Nevaeh Stuart,2184853,Business,News media,High,7/24/2019,High,Turkey,Low,Australia
1,3297917,ACCT7107,ACCT2029,Allan Parsons,1170210,Business,Telecommunications industry,High,10/20/2019,High,Iran,Low,United Kingdom
1,3296752,ACCT6596,ACCT3792,Nyla Roth,3162220,Business,Semiconductor industry,High,7/18/2019,High,South Africa,Low,Australia
1,3294669,ACCT5329,ACCT4341,Marley Mathews,2405619,Business,Entertainment industry,High,6/18/2019,High,Vietnam,Low,Canada
1,3294227,ACCT7146,ACCT3786,Uriel Fry,3022346,Business,Electronics industry,High,1/5/2019,High,Colombia,Low,Italy
1,3291649,ACCT6582,ACCT2258,Aiyana Pham,1382552,Business,Computer industry,High,4/9/2019,High,South Africa,Low,Italy
1,3291421,ACCT5987,ACCT3066,Eric Beard,984304,Business,Water industry,High,1/26/2019,High,Colombia,Low,Australia
1,3284813,ACCT3440,ACCT7249,Blaze Copeland,2686180,Business,Electrical power industry,High,5/28/2019,High,Iran,Low,Mexico
1,3282805,ACCT3638,ACCT2251,Mariam Camacho,2040453,Business,Steel industry,High,12/9/2019,High,Brazil,Low,Japan
1,3281159,ACCT6164,ACCT2660,Chase Swanson,2872387,Business,Hospitality industry,High,7/23/2019,High,Turkey,Low,Mexico
1,3280372,ACCT3880,ACCT5610,Giselle Galvan,2881609,Business,Publishing,High,12/21/2019,High,Vietnam,Low,Canada
1,3279903,ACCT3792,ACCT7270,Skylar French,275250,Business,Financial services industry,High,1/1/2019,High,Egypt,Low,Australia
1,3279528,ACCT5852,ACCT3258,Julia Chapman,2241967,Business,Hospitality industry,High,6/30/2019,High,Argentina,Low,Mexico
1,3277940,ACCT6123,ACCT5174,Lauryn Rose,3241476,Business,Mass media,High,1/11/2019,High,Iran,Low,South Korea
1,3276996,ACCT5328,ACCT3018,Camilla Randolph,3032442,Business,Textile industry,High,12/15/2019,High,Brazil,Low,Australia
1,3275017,ACCT3160,ACCT2029,Allan Parsons,1170210,Business,Telecommunications industry,High,7/10/2019,High,Turkey,Low,United States
1,3270316,ACCT5166,ACCT6291,Maurice Estes,2021301,Business,Food industry,High,10/17/2019,High,Iran,Low,United Kingdom
1,3269523,ACCT5442,ACCT2660,Chase Swanson,2872387,Business,Hospitality industry,High,10/16/2019,High,Brazil,Low,Mexico
1,3268810,ACCT4677,ACCT6100,Alexis Greene,1895351,Business,Insurance industry,High,6/14/2019,High,Pakistan,Low,South Korea
1,3266122,ACCT3434,ACCT4823,Lance Vance,129926,Business,Pulp and paper industry,High,4/18/2019,High,Egypt,Low,Netherlands
1,3263775,ACCT5393,ACCT5199,Briana Singh,1624444,Business,Education industry,High,4/20/2019,High,South Africa,Low,South Korea
1,3262318,ACCT2278,ACCT6193,Noe Calhoun,2959436,Business,Film industry,High,8/25/2019,High,Indonesia,Low,Germany
1,3261526,ACCT4236,ACCT4965,Emiliano Moses,2499393,Business,Software industry,High,4/21/2019,High,Saudi Arabia,Low,South Korea
1,3258931,ACCT4304,ACCT2573,Athena Preston,648998,Business,Water industry,High,9/28/2019,High,Turkey,Low,France
1,3258591,ACCT2728,ACCT4900,Finley Flores,1388980,Business,Energy industry,High,7/12/2019,High,Russia,Low,South Korea
1,3254431,ACCT4914,ACCT6673,Renee Scott,523644,Business,Real estate industry,High,7/30/2019,High,Indonesia,Low,Japan
1,3254341,ACCT4306,ACCT7000,Zaiden Bender,1626801,Business,Mass media,High,3/23/2019,High,Vietnam,Low,Germany
1,3251295,ACCT3534,ACCT7459,Noah Nelson,1055387,Business,Internet,High,12/23/2019,High,Saudi Arabia,Low,Mexico
1,3247961,ACCT4176,ACCT2463,Kara Stanley,2176157,Business,Electrical power industry,High,7/16/2019,High,Saudi Arabia,Low,Japan
1,3244709,ACCT3788,ACCT5903,Ezequiel Durham,2089002,Business,Timber industry,High,4/19/2019,High,Egypt,Low,United States
1,3240983,ACCT4788,ACCT5021,Maggie Mclaughlin,1389535,Business,Fishing industry,High,12/11/2019,High,Russia,Low,South Korea
1,3239694,ACCT2739,ACCT6096,Skylar Hill,2046995,Business,Food industry,High,3/5/2019,High,Russia,Low,Mexico
1,3238183,ACCT7004,ACCT4899,Lizbeth Leon,2051743,Business,Textile industry,High,7/13/2019,High,South Africa,Low,Germany
1,3237102,ACCT5619,ACCT3670,Cheyanne Willis,529103,Business,Mining,High,1/24/2019,High,Philippines,Low,France
1,3234442,ACCT6466,ACCT3173,Judah Carson,3201502,Business,Steel industry,High,12/14/2019,High,Iran,Low,Mexico
1,3234043,ACCT6590,ACCT3066,Eric Beard,984304,Business,Water industry,High,9/22/2019,High,Bangladesh,Low,France
1,3228726,ACCT2135,ACCT7195,Samson Green,2473427,Business,News media,High,1/13/2019,High,Turkey,Low,United States
1,3224183,ACCT5544,ACCT3153,Tyler Harrington,2169627,Business,Broadcasting,High,11/28/2019,High,Brazil,Low,Italy
1,3223006,ACCT7160,ACCT3177,Keyon Jones,467592,Business,Mass media,High,3/13/2019,High,Pakistan,Low,Netherlands
1,3222276,ACCT6567,ACCT3946,Dania Moyer,1931245,Business,Semiconductor industry,High,12/20/2019,High,Indonesia,Low,France
1,3220939,ACCT4708,ACCT3991,Chace Spence,1820846,Business,Fishing industry,High,10/17/2019,High,Nigeria,Low,United Kingdom
1,3216331,ACCT2821,ACCT4029,Tianna Mays,782425,Business,Hospitality industry,High,2/3/2019,High,Philippines,Low,South Korea
1,3211550,ACCT2881,ACCT2102,Samara Mccormick,3157312,Business,Education industry,High,9/26/2019,High,Brazil,Low,Netherlands
1,3209261,ACCT7624,ACCT3094,Miya Aguilar,1913490,Business,Mass media,High,1/10/2019,High,Colombia,Low,Canada
1,3202642,ACCT6579,ACCT2545,Nina Bryan,1506992,Business,Water industry,High,1/16/2019,High,Iran,Low,Italy
1,3197991,ACCT3819,ACCT2463,Kara Stanley,2176157,Business,Electrical power industry,High,4/24/2019,High,Bangladesh,Low,Mexico
1,3197724,ACCT3790,ACCT6096,Skylar Hill,2046995,Business,Food industry,High,6/9/2019,High,Colombia,Low,Australia
1,3192859,ACCT5393,ACCT7993,Ryland Beasley,2211947,Business,Water industry,High,6/18/2019,High,Bangladesh,Low,South Korea
1,3191293,ACCT2330,ACCT4517,Sarahi Richmond,2898357,Business,Textile industry,High,8/2/2019,High,Colombia,Low,Italy
1,3185643,ACCT7777,ACCT2810,Moises Weber,483485,Business,Semiconductor industry,High,7/27/2019,High,Argentina,Low,Australia
1,3179949,ACCT2029,ACCT5082,Mitchell Harrell,1149639,Business,Semiconductor industry,High,8/17/2019,High,Egypt,Low,Australia
1,3179356,ACCT5659,ACCT6291,Maurice Estes,2021301,Business,Food industry,High,9/10/2019,High,Pakistan,Low,United States
1,3173949,ACCT2859,ACCT7028,Deacon Walls,789169,Business,Water industry,High,1/8/2019,High,Russia,Low,Canada
1,3171270,ACCT5213,ACCT5102,Marquise Preston,2969274,Business,Electronics industry,High,9/19/2019,High,Bangladesh,Low,Australia
1,3168203,ACCT3020,ACCT2186,Ricardo Solis,470748,Business,Computer industry,High,2/7/2019,High,Brazil,Low,France
1,3167703,ACCT3800,ACCT3564,Caitlin Archer,2120882,Business,Pulp and paper industry,High,5/30/2019,High,Pakistan,Low,Netherlands
1,3165232,ACCT5526,ACCT4164,Abdullah Hays,795837,Business,Shipbuilding industry,High,2/24/2019,High,Egypt,Low,Italy
1,3160399,ACCT2979,ACCT3436,Brielle Huang,2693892,Business,Computer industry,High,11/16/2019,High,Philippines,Low,United Kingdom
1,3158714,ACCT6665,ACCT7800,Tristen Stephenson,2106006,Business,Real estate industry,High,5/20/2019,High,Pakistan,Low,Japan
1,3149462,ACCT5539,ACCT2648,Sabrina Mcmahon,2870557,Business,Fishing industry,High,1/28/2019,High,Nigeria,Low,Germany
1,3149145,ACCT6583,ACCT7920,Ainsley Rosales,241526,Business,Pharmaceutical industry,High,8/14/2019,High,Iran,Low,Netherlands
1,3146994,ACCT4231,ACCT4431,Ari Reese,1749771,Business,Video game industry,High,5/6/2019,High,Colombia,Low,United States
1,3145634,ACCT7877,ACCT3154,Desmond Page,851358,Business,Textile industry,High,2/1/2019,High,Argentina,Low,Canada
1,3142325,ACCT4425,ACCT2959,Cordell Rubio,2395251,Business,Mining,High,8/17/2019,High,Nigeria,Low,France
1,3139894,ACCT6553,ACCT7440,Jaliyah Mccall,207755,Business,Fishing industry,High,6/16/2019,High,Colombia,Low,South Korea
1,3137904,ACCT7281,ACCT6796,Harley Simpson,102749,Business,Automotive industry,High,3/5/2019,High,Iran,Low,Germany
1,3135101,ACCT3019,ACCT6495,Karter Browning,2506537,Business,Food industry,High,8/29/2019,High,Argentina,Low,Netherlands
1,3127493,ACCT5866,ACCT2852,Keegan Brock,2905114,Business,Pharmaceutical industry,High,2/2/2019,High,Iran,Low,United Kingdom
1,3122786,ACCT3534,ACCT7986,Anastasia Cochran,356324,Business,Semiconductor industry,High,1/2/2019,High,Bangladesh,Low,South Korea
1,3118717,ACCT7913,ACCT4484,Gustavo Ellis,1996357,Business,Low to medium tech industry,High,10/6/2019,High,Colombia,Low,United States
1,3117711,ACCT5321,ACCT7666,Julianne Bright,2515377,Business,Energy industry,High,4/12/2019,High,Philippines,Low,Japan
1,3115442,ACCT2598,ACCT2189,Carmen Rowe,1692423,Business,Real estate industry,High,11/14/2019,High,Iran,Low,Australia
1,3110733,ACCT2040,ACCT3564,Caitlin Archer,2120882,Business,Pulp and paper industry,High,1/16/2019,High,Argentina,Low,Netherlands
1,3109452,ACCT5192,ACCT6010,Demetrius Moyer,1701688,Business,Automotive industry,High,9/5/2019,High,Vietnam,Low,Italy
1,3105077,ACCT4953,ACCT5509,Dalia Kane,1734250,Business,Low to medium tech industry,High,12/24/2019,High,Brazil,Low,Japan
1,3104589,ACCT4194,ACCT5989,Allyson Macdonald,2137568,Business,Petroleum industry,High,3/27/2019,High,Egypt,Low,South Korea
1,3101898,ACCT7559,ACCT4215,Nikolas Alvarado,1141936,Business,Computer industry,High,8/28/2019,High,Philippines,Low,Japan
1,3100490,ACCT5299,ACCT4164,Abdullah Hays,795837,Business,Shipbuilding industry,High,9/8/2019,High,Brazil,Low,Germany
1,3099445,ACCT6732,ACCT5903,Ezequiel Durham,2089002,Business,Timber industry,High,11/21/2019,High,South Africa,Low,South Korea
1,3098986,ACCT7060,ACCT6010,Demetrius Moyer,1701688,Business,Automotive industry,High,9/18/2019,High,Pakistan,Low,Netherlands
1,3097810,ACCT7796,ACCT6131,Miracle Sharp,157719,Business,Automotive industry,High,8/15/2019,High,Colombia,Low,Japan
1,3090677,ACCT7594,ACCT2908,Liam Austin,1395223,Business,Semiconductor industry,High,7/12/2019,High,Philippines,Low,Germany
1,3079590,ACCT7741,ACCT4891,Jaidyn Kirk,603008,Business,Tobacco industry,High,5/5/2019,High,Brazil,Low,Japan
1,3077105,ACCT3376,ACCT3430,Solomon Quinn,2918927,Business,Fishing industry,High,11/24/2019,High,South Africa,Low,Germany
1,3064486,ACCT4339,ACCT5045,Frederick Owen,2984252,Business,Defense industry,High,8/6/2019,High,Argentina,Low,Australia
1,3063627,ACCT4035,ACCT6596,Ryleigh Potts,2676900,Business,Publishing,High,1/17/2019,High,Iran,Low,Germany
1,3063021,ACCT2208,ACCT2205,Angeline Pennington,1395453,Business,Aerospace industry,High,10/24/2019,High,Philippines,Low,France
1,3047468,ACCT2769,ACCT6758,Rigoberto Newman,1549567,Business,Aerospace industry,High,7/12/2019,High,Nigeria,Low,South Korea
1,3045995,ACCT7062,ACCT6114,Ally Olsen,169672,Business,Industrial robot industry,High,1/4/2019,High,Bangladesh,Low,Australia
1,3042612,ACCT2052,ACCT7930,Korbin Navarro,2508760,Business,Textile industry,High,12/4/2019,High,Colombia,Low,Canada
1,3029448,ACCT6046,ACCT6501,Ella Brock,282437,Business,Education industry,High,6/6/2019,High,Turkey,Low,United Kingdom
1,3029301,ACCT4233,ACCT5000,Jared Levine,1845649,Business,Real estate industry,High,10/22/2019,High,Iran,Low,United States
1,3028056,ACCT3008,ACCT3564,Caitlin Archer,2120882,Business,Pulp and paper industry,High,1/28/2019,High,South Africa,Low,Japan
1,3022167,ACCT4884,ACCT4143,Jaliyah Aguilar,2916082,Business,Tobacco industry,High,10/27/2019,High,Philippines,Low,South Korea
1,3014401,ACCT5787,ACCT2954,Charlize Patterson,2215747,Business,Food industry,High,7/19/2019,High,Nigeria,Low,Canada
1,3012762,ACCT6025,ACCT2787,Ahmad Lowery,2285439,Business,Computer industry,High,4/24/2019,High,Indonesia,Low,Australia
1,3003262,ACCT6051,ACCT6596,Ryleigh Potts,2676900,Business,Publishing,High,7/15/2019,High,Indonesia,Low,South Korea
1,2993639,ACCT6210,ACCT5505,Kathleen Lara,1967422,Business,Sport industry,High,2/14/2019,High,Vietnam,Low,France
1,2993439,ACCT5390,ACCT2660,Chase Swanson,2872387,Business,Hospitality industry,High,4/21/2019,High,South Africa,Low,South Korea
1,2987643,ACCT6308,ACCT7462,Kenzie Kelly,2814762,Business,Timber industry,High,12/6/2019,High,Egypt,Low,United States
1,2983628,ACCT2587,ACCT5102,Marquise Preston,2969274,Business,Electronics industry,High,2/11/2019,High,Indonesia,Low,France
1,2979316,ACCT2662,ACCT3564,Caitlin Archer,2120882,Business,Pulp and paper industry,High,12/25/2019,High,Iran,Low,Italy
1,2978797,ACCT2648,ACCT5509,Dalia Kane,1734250,Business,Low to medium tech industry,High,10/28/2019,High,Iran,Low,Italy
1,2976887,ACCT3152,ACCT5705,Cassius Tyler,2307683,Business,Chemical industry,High,11/27/2019,High,Iran,Low,Mexico
1,2976458,ACCT5142,ACCT7673,Viviana Sellers,811374,Business,Video game industry,High,2/7/2019,High,Philippines,Low,Japan
1,2976052,ACCT7125,ACCT6501,Ella Brock,282437,Business,Education industry,High,12/26/2019,High,Colombia,Low,France
